1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,KitchenQual_Enc,GarageFinish_Enc,BsmtExposure_Enc,BsmtFinType1_Enc
1297,0.0,3.0,1213,84,498,1954.0,1297,8532,74.0,650.0,0,6,5,1297,1954,1990,153000,2,2.0,0.0,1.0
1113,0.0,3.0,607,506,264,1950.0,1113,9600,80.0,0.0,80,7,5,1113,1950,2007,147000,3,0.0,0.0,3.0
1501,0.0,3.0,679,811,577,1999.0,1501,10335,78.0,183.0,29,5,7,1490,1999,1999,204000,3,1.0,3.0,4.0
764,783.0,3.0,24,732,614,2009.0,1547,8640,72.0,0.0,45,5,7,756,2009,2009,215200,3,0.0,1.0,4.0
991,956.0,3.0,222,769,678,2004.0,1947,12552,100.0,0.0,136,5,7,991,2004,2005,254900,3,1.0,0.0,4.0
1717,0.0,3.0,0,1709,908,2006.0,1717,11146,87.0,250.0,39,5,8,1709,2006,2006,255500,3,1.0,2.0,0.0
1052,0.0,3.0,504,506,440,1971.0,1052,8816,80.0,80.0,0,7,6,1010,1971,1971,155000,2,0.0,2.0,-1.0
1127,886.0,3.0,862,255,455,1997.0,2013,9920,92.0,0.0,130,5,7,1117,1996,1997,269790,2,0.0,2.0,-1.0
1266,0.0,2.0,0,1266,388,2007.0,1266,3182,43.0,16.0,16,5,7,1266,2007,2007,159895,3,2.0,2.0,0.0
1992,876.0,4.0,240,1752,716,2005.0,2868,16056,85.0,208.0,108,5,9,1992,2005,2006,556581,4,2.0,2.0,4.0
980,1276.0,4.0,300,652,554,2000.0,2256,8795,69.0,0.0,54,5,7,952,2000,2000,236000,3,2.0,0.0,4.0
1414,0.0,3.0,24,1390,494,2004.0,1414,8773,65.0,98.0,105,5,7,1414,2004,2004,185500,3,1.0,2.0,4.0
936,785.0,3.0,814,114,471,1994.0,1721,8462,70.0,105.0,87,5,6,928,1994,1994,201000,3,-1.0,0.0,4.0
811,741.0,3.0,550,163,434,1975.0,1552,11475,85.0,0.0,208,6,6,713,1975,1975,179900,2,1.0,0.0,3.0
698,430.0,2.0,0,698,528,1980.0,1128,7500,60.0,0.0,0,4,4,698,1920,1950,68400,2,1.0,0.0,0.0
1118,0.0,3.0,522,574,358,1977.0,1118,9880,76.0,0.0,0,6,6,1096,1977,1977,171000,2,2.0,2.0,3.0
1728,0.0,4.0,936,396,574,1976.0,1728,12640,55.0,0.0,0,5,6,1728,1976,1976,150900,2,0.0,3.0,1.0
1686,762.0,4.0,1361,88,711,1994.0,2448,46589,52.0,528.0,76,7,8,1629,1994,2005,402000,3,1.0,0.0,4.0
1473,0.0,1.0,1324,113,452,1968.0,1473,25095,65.0,0.0,48,8,5,1437,1968,2003,143000,4,0.0,3.0,4.0
1187,530.0,3.0,902,254,400,1990.0,1717,13758,44.0,117.0,36,5,7,1156,1990,1991,187500,3,1.0,1.0,-1.0
1166,0.0,2.0,655,201,400,2005.0,1166,9587,59.0,182.0,0,5,7,856,2005,2005,190000,3,2.0,3.0,4.0
1370,0.0,2.0,24,1346,484,2006.0,1370,6442,44.0,178.0,49,5,8,1370,2006,2006,202500,3,1.0,1.0,4.0
1724,0.0,3.0,528,1152,480,1967.0,1724,17871,69.0,359.0,0,5,6,1680,1967,1976,197900,2,1.0,2.0,3.0
970,739.0,3.0,0,970,380,2004.0,1709,2522,24.0,50.0,40,5,7,970,2004,2004,130000,3,0.0,0.0,0.0
483,0.0,2.0,358,125,264,1971.0,987,1680,21.0,604.0,0,3,6,483,1971,1971,89500,2,0.0,0.0,3.0
901,901.0,4.0,352,441,216,1920.0,1802,7588,54.0,0.0,0,6,7,793,1920,1950,200100,2,0.0,0.0,-1.0
1170,1175.0,4.0,503,449,360,1932.0,2345,16560,80.0,0.0,0,8,6,952,1932,1950,239000,2,0.0,0.0,1.0
1068,0.0,3.0,663,396,264,1963.0,1068,8414,70.0,0.0,0,8,6,1059,1963,2003,154500,2,1.0,0.0,4.0
1617,0.0,2.0,165,598,533,1993.0,1617,8012,50.0,0.0,69,5,6,1604,1993,1994,193000,3,-1.0,0.0,-1.0
1244,0.0,3.0,777,467,336,1957.0,1244,11988,90.0,0.0,40,6,6,1244,1957,1957,150000,2,0.0,0.0,1.0
1180,0.0,2.0,0,700,252,1922.0,1180,11600,80.0,0.0,0,5,4,700,1922,1950,137500,1,0.0,0.0,0.0
520,623.0,2.0,0,600,480,2005.0,1223,2544,24.0,0.0,166,5,7,600,2005,2005,147400,3,1.0,0.0,0.0
1686,0.0,3.0,625,0,612,1980.0,1686,10240,79.0,157.0,131,6,6,1686,1980,1980,207500,2,0.0,0.0,2.0
1646,0.0,3.0,1513,125,800,2008.0,1646,9520,71.0,338.0,44,5,8,1638,2007,2008,293077,3,1.0,3.0,4.0
1144,0.0,3.0,594,270,264,1961.0,1144,10000,80.0,0.0,0,6,5,864,1961,1983,131400,2,1.0,0.0,2.0
939,858.0,3.0,0,939,639,2006.0,1797,9245,79.0,0.0,53,5,7,939,2006,2006,213500,3,-1.0,2.0,0.0
1224,0.0,2.0,0,0,462,1962.0,1224,9842,70.0,0.0,0,5,4,0,1962,1962,101800,2,0.0,-1.0,-1.0
992,873.0,3.0,735,257,839,2000.0,1865,10316,69.0,0.0,184,5,7,992,2000,2000,235000,3,-1.0,0.0,4.0
1056,0.0,3.0,846,210,308,1958.0,1056,8176,70.0,0.0,0,6,5,1056,1958,1992,139000,2,1.0,0.0,1.0
1966,1174.0,4.0,0,1926,820,2009.0,3140,13518,104.0,860.0,78,5,9,1926,2008,2009,485000,4,2.0,0.0,0.0
1212,0.0,3.0,506,0,492,1978.0,1212,8471,88.0,46.0,12,7,6,506,1977,1995,151000,2,0.0,2.0,3.0
1694,0.0,3.0,1369,317,636,2004.0,1694,10084,75.0,186.0,57,5,8,1686,2004,2005,307000,3,1.0,2.0,4.0
802,709.0,3.0,714,88,413,1997.0,1511,11207,70.0,0.0,75,5,6,802,1997,1997,185000,2,2.0,2.0,4.0
1057,0.0,3.0,731,326,246,1953.0,1057,7922,68.0,0.0,52,7,5,1057,1953,2007,109000,3,0.0,0.0,4.0
1246,1044.0,4.0,0,777,560,1971.0,2290,11340,60.0,0.0,0,6,4,777,1885,1950,122500,2,0.0,0.0,0.0
1377,806.0,4.0,1002,0,786,1988.0,2183,13837,69.0,178.0,0,5,7,1204,1988,1988,229000,3,0.0,0.0,4.0
1699,1523.0,5.0,1470,203,594,1990.0,3222,12376,90.0,0.0,0,5,7,1673,1990,1990,320000,3,0.0,1.0,4.0
909,807.0,2.0,0,880,512,1996.0,1716,8750,70.0,0.0,120,5,7,880,1996,1996,191000,3,1.0,0.0,0.0
1342,0.0,3.0,251,491,457,1967.0,1342,9790,69.0,0.0,0,5,6,1372,1967,1967,161500,2,0.0,0.0,1.0
1504,0.0,2.0,16,1330,437,2005.0,1504,3182,43.0,14.0,20,5,7,1346,2005,2006,191000,3,2.0,0.0,4.0
1053,0.0,3.0,0,1053,648,2003.0,1992,9375,75.0,768.0,45,5,8,1053,2003,2004,250000,3,1.0,0.0,0.0
624,628.0,2.0,510,90,462,1999.0,1252,2160,24.0,212.0,48,5,7,600,1999,2000,160000,3,-1.0,0.0,2.0
999,0.0,3.0,588,411,264,1963.0,999,7758,69.0,0.0,132,7,5,999,1962,2001,132500,3,0.0,0.0,3.0
741,622.0,3.0,0,622,528,1966.0,1363,7740,60.0,0.0,0,7,4,622,1910,1950,125500,2,0.0,0.0,-1.0
1165,0.0,3.0,312,276,490,1966.0,1165,9020,82.0,183.0,129,7,6,1127,1966,1966,174900,2,1.0,3.0,1.0
1668,0.0,3.0,1059,567,702,2002.0,1668,11248,90.0,215.0,45,5,9,1626,2002,2002,285000,3,-1.0,2.0,4.0
1158,1218.0,4.0,0,1158,853,2005.0,2376,14215,101.0,380.0,154,5,8,1158,2005,2006,325300,3,1.0,2.0,0.0
889,551.0,3.0,0,540,352,1940.0,1440,5000,63.0,0.0,0,4,5,540,1900,1950,79000,2,0.0,0.0,0.0
794,676.0,3.0,182,612,388,1997.0,1470,13869,69.0,0.0,75,6,6,794,1997,1997,177000,2,2.0,2.0,4.0
1541,0.0,3.0,1201,340,532,2005.0,1541,12182,95.0,226.0,70,5,7,1541,2005,2005,220000,3,-1.0,1.0,-1.0
1440,0.0,4.0,133,1307,0,0.0,1440,12108,92.0,270.0,0,4,4,1440,1955,1955,118000,1,-1.0,0.0,3.0
1146,0.0,3.0,786,82,438,2003.0,1146,9590,73.0,442.0,22,5,7,868,2003,2003,187500,3,-1.0,2.0,4.0
1494,0.0,3.0,437,0,481,1995.0,1494,9549,30.0,0.0,30,5,8,1494,1995,1996,270000,4,2.0,2.0,-1.0
1462,0.0,4.0,1170,292,738,2004.0,2224,8834,74.0,216.0,0,5,9,1462,2004,2005,350000,4,2.0,0.0,4.0
820,523.0,3.0,0,731,186,1921.0,1343,7681,54.0,0.0,0,6,5,731,1921,1950,154900,2,0.0,0.0,0.0
1210,1242.0,4.0,281,747,683,1998.0,2452,16226,66.0,0.0,50,5,8,1028,1998,1999,267000,3,2.0,0.0,-1.0
1127,850.0,4.0,442,374,540,1964.0,1977,9500,100.0,272.0,52,6,6,816,1964,1978,165000,2,1.0,0.0,1.0
1064,703.0,2.0,495,354,504,1987.0,1767,5306,44.0,0.0,35,7,7,1064,1987,1987,239000,3,1.0,0.0,4.0
1324,0.0,2.0,863,461,550,2006.0,1324,6240,48.0,176.0,38,5,8,1324,2006,2006,254000,3,2.0,0.0,4.0
912,546.0,3.0,0,912,330,1948.0,1458,17503,78.0,0.0,0,5,6,912,1948,1950,97500,2,0.0,0.0,0.0
1314,0.0,3.0,24,1290,440,2006.0,1314,9317,78.0,0.0,22,5,6,1314,2006,2006,176432,3,1.0,0.0,4.0
1575,0.0,3.0,430,1145,529,1992.0,1575,8012,50.0,0.0,0,5,6,1575,1992,1992,179200,3,1.0,0.0,4.0
1620,0.0,2.0,1022,598,912,2008.0,1620,12898,89.0,70.0,0,5,9,1620,2007,2008,315500,4,2.0,3.0,4.0
1104,684.0,5.0,0,1104,304,1957.0,1788,11250,69.0,0.0,0,5,4,1104,1957,1989,161500,2,0.0,2.0,0.0
913,0.0,3.0,187,0,240,1990.0,913,8400,70.0,0.0,0,5,6,814,1966,1966,129000,2,0.0,3.0,-1.0
2073,0.0,3.0,790,589,500,1978.0,2073,13175,85.0,119.0,0,6,6,1542,1978,1988,210000,2,0.0,0.0,3.0
764,677.0,2.0,0,776,492,1999.0,1441,2645,24.0,456.0,0,5,8,776,1999,2000,174000,3,0.0,0.0,0.0
815,875.0,3.0,0,815,225,1916.0,1690,8850,65.0,0.0,0,6,7,815,1916,1950,144000,2,-1.0,0.0,0.0
1437,0.0,3.0,988,200,576,1999.0,1437,14175,69.0,0.0,0,6,5,1188,1956,1987,168000,2,0.0,0.0,1.0
2156,0.0,3.0,297,1203,508,1968.0,2156,20781,69.0,0.0,80,7,7,1568,1968,2003,262500,2,1.0,0.0,2.0
864,0.0,2.0,468,396,0,0.0,864,5604,67.0,0.0,0,6,5,864,1925,1950,98000,2,-1.0,0.0,1.0
536,576.0,3.0,129,175,336,1976.0,1112,2592,36.0,0.0,0,3,5,536,1976,1976,85000,2,0.0,0.0,1.0
1122,1121.0,4.0,700,0,746,1990.0,2243,13474,116.0,246.0,44,5,7,700,1990,1991,225000,3,1.0,0.0,3.0
810,518.0,3.0,0,686,210,1940.0,1328,9906,57.0,0.0,172,4,4,686,1925,1950,107000,2,0.0,0.0,0.0
968,0.0,4.0,0,656,216,1928.0,968,10800,60.0,0.0,0,6,4,656,1927,2007,64500,2,0.0,0.0,0.0
698,698.0,3.0,0,698,384,2003.0,1396,8730,60.0,0.0,0,7,6,698,1915,2003,153575,2,0.0,0.0,0.0
1856,0.0,1.0,1445,411,834,2010.0,1856,11394,88.0,350.0,0,2,9,1856,2010,2010,394432,4,2.0,2.0,4.0
1610,551.0,3.0,1288,294,789,2007.0,2161,10562,86.0,300.0,120,5,8,1582,2007,2007,325624,4,2.0,0.0,4.0
1602,0.0,3.0,1246,356,529,1977.0,1602,16635,69.0,126.0,0,7,6,1602,1977,2000,215000,3,2.0,0.0,3.0
630,672.0,3.0,0,630,280,1991.0,1302,1680,21.0,142.0,0,5,5,630,1971,1971,112000,2,0.0,0.0,0.0
807,702.0,3.0,457,326,393,2002.0,1509,7861,69.0,0.0,75,5,6,783,2002,2003,183200,3,2.0,0.0,4.0
912,0.0,2.0,737,175,352,1962.0,912,12968,69.0,0.0,0,6,5,912,1962,1962,144000,2,-1.0,0.0,3.0
1004,0.0,3.0,399,605,420,1950.0,1664,5000,50.0,0.0,24,7,6,1004,1947,1950,159000,2,-1.0,0.0,3.0
1390,304.0,4.0,423,758,576,1925.0,1694,8400,60.0,0.0,0,5,6,1181,1925,1950,136500,2,0.0,0.0,1.0
747,0.0,2.0,0,747,220,1945.0,747,4608,47.0,0.0,0,6,4,747,1945,1950,80000,2,0.0,0.0,0.0
1040,0.0,2.0,0,0,420,1950.0,1040,7200,60.0,0.0,29,5,4,0,1950,1950,109900,2,0.0,-1.0,-1.0
831,829.0,3.0,0,831,493,2002.0,1660,8935,68.0,95.0,68,5,7,831,2002,2002,195000,3,1.0,0.0,0.0
1026,665.0,3.0,218,808,308,1924.0,1691,5000,50.0,0.0,0,6,5,1026,1924,1950,127000,3,0.0,0.0,-1.0
864,0.0,3.0,398,317,720,1980.0,864,7200,60.0,0.0,0,8,5,864,1950,2002,129000,3,1.0,0.0,3.0
752,0.0,2.0,623,0,264,1984.0,752,7175,50.0,0.0,0,5,6,744,1984,1984,125000,2,0.0,0.0,3.0
963,829.0,3.0,361,602,564,2001.0,1792,12435,80.0,172.0,96,5,7,963,2001,2001,231500,3,1.0,0.0,4.0
764,862.0,2.0,0,764,474,2003.0,1626,2628,36.0,106.0,27,5,7,764,2003,2003,175500,3,1.0,0.0,0.0
1484,0.0,3.0,428,1048,472,2006.0,1484,9037,64.0,32.0,33,5,8,1476,2006,2006,265900,4,1.0,2.0,4.0
1675,1818.0,3.0,0,1470,870,2003.0,3493,18386,87.0,0.0,0,9,7,1470,1880,2002,295000,3,0.0,0.0,0.0
1652,0.0,2.0,1572,80,840,2006.0,1652,13173,108.0,300.0,102,5,9,1652,2006,2007,325000,4,2.0,0.0,4.0
1276,0.0,3.0,0,1276,350,1958.0,1276,9571,68.0,0.0,0,3,5,1276,1958,1958,60000,2,0.0,0.0,0.0
1112,0.0,3.0,120,736,271,1950.0,1668,9600,80.0,0.0,0,8,6,856,1950,2005,140000,2,0.0,0.0,2.0
720,472.0,4.0,0,720,0,0.0,1192,10800,60.0,0.0,0,4,4,720,1949,1950,135000,2,-1.0,0.0,0.0
884,0.0,2.0,747,0,504,1983.0,884,9180,69.0,0.0,0,7,5,840,1983,1983,144000,3,1.0,2.0,3.0
1180,0.0,3.0,1065,92,454,1988.0,2062,14364,69.0,128.0,55,5,7,1157,1988,1989,277000,2,-1.0,3.0,4.0
827,0.0,2.0,0,0,392,1967.0,827,7200,60.0,0.0,0,7,5,0,1955,2007,107500,2,-1.0,-1.0,-1.0
1136,883.0,3.0,0,728,532,1997.0,2019,11414,60.0,0.0,135,8,7,728,1910,1993,167500,3,0.0,0.0,0.0
616,688.0,3.0,0,264,336,1976.0,1304,2665,69.0,0.0,24,6,5,264,1976,1976,115000,2,2.0,1.0,0.0
684,684.0,3.0,0,684,216,1930.0,1368,3600,60.0,0.0,158,7,6,684,1910,1993,114504,2,0.0,0.0,0.0
840,765.0,3.0,0,840,379,1915.0,1605,5790,60.0,0.0,0,6,3,840,1915,1950,107400,2,0.0,0.0,0.0
2020,0.0,3.0,1436,570,900,2009.0,2020,12220,94.0,305.0,54,5,10,2006,2009,2009,402861,4,2.0,0.0,4.0
625,625.0,2.0,0,625,528,2006.0,1250,4251,35.0,0.0,54,5,7,625,2006,2007,164700,3,1.0,0.0,0.0
1624,0.0,2.0,1456,168,757,1994.0,1624,12461,89.0,0.0,114,5,8,1624,1994,1995,262000,3,1.0,0.0,4.0
845,0.0,2.0,565,280,360,1987.0,845,7599,69.0,0.0,0,6,4,845,1982,2006,129500,2,0.0,0.0,3.0
1389,0.0,2.0,1071,195,418,1975.0,1389,10010,77.0,0.0,38,5,5,1389,1974,1975,170000,2,1.0,2.0,3.0
968,0.0,2.0,0,968,480,1935.0,968,8520,60.0,0.0,0,6,5,968,1923,2006,100000,2,0.0,0.0,0.0
546,546.0,3.0,0,546,286,1970.0,1092,2001,21.0,80.0,0,5,4,546,1970,1970,75000,2,0.0,0.0,0.0
848,0.0,1.0,685,163,420,2003.0,848,4435,69.0,170.0,0,5,6,848,2003,2004,144000,3,2.0,2.0,4.0
1269,0.0,3.0,374,363,308,1964.0,1269,7931,70.0,0.0,0,6,5,1269,1960,1960,155000,2,0.0,0.0,2.0
1092,0.0,3.0,170,252,288,1962.0,1092,11616,69.0,116.0,20,5,5,1092,1962,1962,139000,2,0.0,0.0,-1.0
1468,795.0,3.0,795,0,539,1977.0,2263,16659,69.0,34.0,250,7,7,795,1977,1994,235000,3,2.0,0.0,3.0
952,0.0,2.0,228,724,283,1956.0,952,8475,69.0,0.0,0,7,4,952,1956,1956,135750,2,0.0,0.0,3.0
736,716.0,2.0,0,736,0,0.0,1452,4456,33.0,0.0,0,5,4,736,1920,2008,113000,2,-1.0,0.0,0.0
1039,0.0,3.0,841,198,504,1965.0,1039,11625,75.0,0.0,0,4,5,1039,1965,1965,131500,2,0.0,1.0,2.0
1204,0.0,2.0,866,338,412,1998.0,1204,4500,32.0,320.0,247,5,6,1204,1998,1998,162000,2,-1.0,0.0,4.0
1117,0.0,3.0,422,480,672,1976.0,1117,7819,94.0,0.0,0,5,6,1029,1976,1976,107000,2,-1.0,2.0,3.0
2196,0.0,3.0,485,1496,701,1990.0,2196,14684,90.0,234.0,70,7,7,2158,1990,1991,271900,3,1.0,1.0,3.0
985,0.0,3.0,595,390,328,1977.0,985,8385,65.0,220.0,0,8,5,985,1977,1977,149900,2,0.0,2.0,4.0
1629,0.0,3.0,1124,1603,880,2003.0,1629,10655,85.0,296.0,0,5,8,3206,2003,2004,284000,3,-1.0,0.0,4.0
877,600.0,3.0,0,861,216,1928.0,1477,6292,52.0,0.0,50,7,7,861,1928,1950,145000,2,0.0,0.0,0.0
980,0.0,3.0,560,420,484,1986.0,980,7064,71.0,153.0,0,6,5,980,1977,1977,135000,2,0.0,0.0,2.0
1166,1129.0,4.0,728,367,590,1992.0,2295,13346,69.0,0.0,40,5,7,1095,1992,2000,268000,3,1.0,0.0,4.0
900,602.0,3.0,0,602,180,1923.0,1502,10592,55.0,0.0,0,7,6,602,1923,1996,165000,3,0.0,0.0,0.0
1575,626.0,4.0,0,697,432,1966.0,2201,19690,69.0,0.0,236,7,6,697,1966,1966,274970,3,0.0,2.0,-1.0
1050,1028.0,3.0,789,245,836,2008.0,2078,10800,85.0,100.0,102,5,8,1034,2007,2008,339750,4,2.0,0.0,4.0
800,0.0,1.0,0,264,0,0.0,800,6120,51.0,0.0,0,3,2,264,1936,1950,60000,1,-1.0,0.0,0.0
1578,0.0,3.0,0,1573,840,2008.0,1578,9262,78.0,194.0,36,5,8,1573,2008,2009,287090,4,-1.0,0.0,0.0
1932,0.0,2.0,1336,596,774,2008.0,1932,12444,96.0,426.0,66,5,8,1932,2008,2008,394617,4,2.0,2.0,4.0
1507,0.0,4.0,666,409,404,1960.0,1507,7910,70.0,0.0,0,5,5,1075,1960,1960,127000,2,0.0,0.0,3.0
900,0.0,3.0,450,432,280,1970.0,900,9819,69.0,31.0,0,5,5,882,1967,1967,122000,2,0.0,0.0,2.0
1718,0.0,3.0,1172,528,786,2008.0,1718,12456,96.0,230.0,48,5,10,1700,2006,2007,337500,4,2.0,3.0,4.0
1089,661.0,3.0,0,636,240,1937.0,1750,9000,50.0,0.0,0,6,5,636,1880,1991,124000,4,0.0,0.0,0.0
1383,1015.0,3.0,719,660,834,1996.0,2398,11787,95.0,594.0,60,5,7,1379,1996,1997,315750,3,2.0,0.0,-1.0
774,1194.0,4.0,0,774,680,2009.0,1968,12003,92.0,84.0,75,5,8,774,2009,2010,269500,4,2.0,0.0,-1.0
1536,0.0,3.0,810,726,532,2002.0,1536,9135,70.0,113.0,74,5,7,1536,2002,2003,214000,3,1.0,2.0,4.0
864,0.0,2.0,203,661,200,1938.0,864,8212,45.0,0.0,0,3,3,864,1914,1950,58500,2,0.0,0.0,1.0
3228,0.0,3.0,1231,1969,546,1992.0,3228,12692,69.0,0.0,75,5,8,3200,1992,1993,430000,3,-1.0,0.0,4.0
1518,631.0,1.0,1351,83,670,2003.0,2149,12822,48.0,0.0,43,5,7,1434,2003,2003,239686,3,1.0,0.0,4.0
1320,1320.0,4.0,0,1240,864,1950.0,2640,11700,65.0,0.0,0,7,7,1240,1880,2003,265979,3,0.0,0.0,0.0
1682,0.0,3.0,0,1304,530,1970.0,1682,10400,80.0,288.0,0,6,7,1304,1970,1970,174000,2,0.0,0.0,0.0
1038,1060.0,3.0,0,1030,878,2005.0,2098,10240,80.0,178.0,52,5,8,1030,2005,2005,275500,4,1.0,1.0,0.0
864,0.0,3.0,553,0,360,1965.0,864,8281,60.0,0.0,0,5,5,864,1965,1965,62383,2,0.0,0.0,1.0
1168,800.0,3.0,562,29,530,1969.0,1968,11075,69.0,232.0,189,4,5,784,1969,1969,172000,2,1.0,2.0,-1.0
1097,0.0,3.0,338,702,480,1986.0,1097,9672,81.0,0.0,0,5,6,1040,1984,1985,152000,2,0.0,0.0,4.0
684,512.0,3.0,0,684,528,2005.0,1196,12354,67.0,0.0,46,8,6,684,1920,2000,110000,3,0.0,1.0,0.0
1252,668.0,4.0,57,554,451,1958.0,1920,13650,69.0,0.0,0,5,5,1052,1958,1958,172500,3,0.0,0.0,3.0
1728,0.0,6.0,231,1497,576,1987.0,1728,13101,74.0,108.0,0,5,5,1728,1965,1965,142600,2,0.0,0.0,-1.0
1128,903.0,3.0,804,324,577,2002.0,2031,9473,75.0,0.0,211,5,8,1128,2002,2002,237000,3,-1.0,0.0,4.0
1196,0.0,2.0,616,580,297,1956.0,1196,9000,72.0,74.0,44,5,6,1196,1956,1956,139000,2,1.0,0.0,-1.0
803,0.0,2.0,116,604,360,1941.0,803,5000,50.0,0.0,0,6,5,720,1941,1950,87000,2,0.0,2.0,2.0
780,840.0,4.0,493,0,462,1969.0,1620,10793,80.0,263.0,0,5,5,780,1969,1969,152000,2,2.0,0.0,1.0
2097,0.0,1.0,1721,356,1134,2005.0,2097,20896,49.0,0.0,267,5,8,2077,2005,2006,423000,4,2.0,1.0,-1.0
1869,0.0,2.0,0,1869,617,2007.0,1869,7820,68.0,362.0,54,5,9,1869,2007,2007,318061,4,1.0,0.0,0.0
956,930.0,3.0,0,930,431,1998.0,1886,11214,69.0,0.0,0,5,7,930,1998,1999,199900,3,2.0,0.0,0.0
480,0.0,3.0,50,430,308,1958.0,480,9000,50.0,0.0,0,3,2,480,1949,1950,35311,2,-1.0,2.0,2.0
1296,0.0,2.0,0,0,516,1967.0,1296,10791,72.0,0.0,0,5,4,0,1967,1967,90000,2,0.0,-1.0,-1.0
816,0.0,2.0,690,126,288,1958.0,816,8877,67.0,0.0,0,6,4,816,1938,1958,100000,2,0.0,1.0,3.0
1601,0.0,3.0,704,567,478,1978.0,1601,11880,82.0,206.0,0,5,7,1271,1978,1978,157000,2,1.0,0.0,3.0
962,830.0,3.0,0,936,451,2000.0,1792,10261,93.0,318.0,0,5,6,936,2000,2000,186500,2,2.0,0.0,0.0
1352,1168.0,5.0,1012,326,796,1993.0,2520,14541,69.0,0.0,55,7,8,1338,1993,1993,310000,3,1.0,0.0,4.0
1144,0.0,3.0,748,102,796,1959.0,1144,8163,70.0,128.0,0,6,5,1144,1959,1959,143000,2,1.0,2.0,-1.0
990,1611.0,4.0,0,612,621,1998.0,2601,9842,51.0,0.0,0,6,5,612,1921,1998,189000,2,1.0,0.0,0.0
972,605.0,3.0,0,972,312,1939.0,1577,6435,65.0,0.0,0,5,6,972,1939,1950,140200,1,0.0,0.0,0.0
970,0.0,2.0,630,340,624,1996.0,970,8480,80.0,0.0,24,6,5,970,1963,1963,132500,2,0.0,0.0,4.0
2036,0.0,3.0,1236,80,513,1965.0,2036,215245,150.0,0.0,0,5,7,2136,1965,1965,375000,2,1.0,3.0,3.0
1026,0.0,3.0,439,115,440,1969.0,1026,7930,61.0,0.0,48,8,6,1026,1969,2005,156000,3,1.0,0.0,4.0
698,0.0,2.0,0,698,0,0.0,698,9405,50.0,0.0,200,9,5,698,1947,2008,118000,2,-1.0,0.0,0.0
1533,0.0,2.0,655,878,576,1975.0,1533,70761,62.0,0.0,54,5,7,1533,1975,1975,280000,3,0.0,3.0,3.0
854,0.0,2.0,360,360,660,1991.0,1382,12358,69.0,0.0,0,6,5,720,1941,1950,128500,2,-1.0,0.0,1.0
1391,0.0,2.0,16,1375,530,2004.0,1391,4282,59.0,0.0,158,5,7,1391,2004,2004,196000,3,-1.0,1.0,-1.0
1078,0.0,2.0,49,0,240,1950.0,1078,9717,68.0,0.0,0,6,5,1078,1950,1996,142125,3,0.0,1.0,-1.0
1296,0.0,2.0,1005,262,471,2001.0,1296,6853,69.0,136.0,25,5,8,1267,2001,2002,220000,3,2.0,0.0,4.0
1442,0.0,4.0,608,834,301,1958.0,1442,9750,75.0,243.0,0,6,6,1442,1958,1958,157900,2,1.0,0.0,1.0
1024,940.0,4.0,0,940,0,0.0,1964,8525,55.0,0.0,192,6,5,940,1911,1950,130000,2,-1.0,2.0,0.0
1502,0.0,3.0,0,1502,644,2009.0,1502,9541,79.0,268.0,114,5,7,1502,2009,2009,233170,3,1.0,0.0,0.0
1392,0.0,3.0,1040,352,458,1957.0,1392,11900,80.0,387.0,0,5,6,1392,1957,1957,166000,2,1.0,0.0,1.0
1768,0.0,4.0,0,1768,0,0.0,1768,10778,72.0,0.0,0,5,4,1768,1968,1968,136500,2,-1.0,0.0,0.0
1582,0.0,4.0,812,812,390,1964.0,1582,36500,69.0,621.0,198,5,5,1624,1964,1964,190000,2,0.0,2.0,1.0
958,0.0,2.0,498,460,301,1960.0,958,12772,69.0,0.0,0,8,6,958,1960,1998,151500,2,1.0,1.0,2.0
894,0.0,2.0,777,117,600,1985.0,894,7200,60.0,0.0,0,5,5,894,1972,1972,123000,2,1.0,2.0,1.0
1224,0.0,2.0,883,341,402,1999.0,1224,4500,69.0,425.0,304,5,6,1224,1999,1999,165000,2,2.0,0.0,4.0
1742,590.0,3.0,1280,402,846,2008.0,2332,12474,96.0,272.0,134,5,10,1682,2007,2008,426000,4,2.0,2.0,4.0
1269,0.0,2.0,24,1232,430,2004.0,1269,3182,43.0,16.0,20,5,8,1256,2004,2005,192000,3,2.0,0.0,4.0
1776,0.0,3.0,80,1652,712,2006.0,1776,15306,93.0,100.0,0,5,8,1732,2006,2007,283463,3,2.0,3.0,4.0
728,728.0,3.0,0,728,390,2005.0,1456,8461,65.0,0.0,24,5,6,728,2005,2006,163990,3,2.0,0.0,0.0
1194,0.0,3.0,655,0,539,1954.0,1194,8910,79.0,0.0,0,6,6,655,1959,1959,159500,2,2.0,1.0,3.0
1008,0.0,2.0,643,365,240,1953.0,1008,8923,66.0,0.0,18,7,5,1008,1953,2006,134500,3,0.0,0.0,2.0
1555,0.0,2.0,16,1357,430,2005.0,1555,3182,43.0,16.0,20,5,7,1373,2005,2006,192500,3,2.0,2.0,4.0
892,892.0,4.0,0,747,180,1914.0,1784,13132,96.0,0.0,40,5,5,747,1914,1950,138887,2,0.0,1.0,0.0
