2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt
0.0,3.0,1.0,663,2.0,396,264,1.0,1068,1,3.9250025076809774,1.845098040014257,0.0,0,8,6,1059,1963
0.0,2.0,1.0,165,4.0,598,533,0.0,1617,0,3.9037409406215384,1.6989700043360187,0.0,69,5,6,1604,1993
0.0,3.0,1.0,777,3.0,467,336,0.0,1244,1,4.078746734273607,1.954242509439325,0.0,40,6,6,1244,1957
0.0,2.0,1.0,0,0.0,700,252,0.0,1180,3,4.064457989226918,1.9030899869919435,0.0,0,5,4,700,1922
623.0,2.0,1.0,0,0.0,600,480,1.0,1223,0,3.4055171069763763,1.380211241711606,0.0,166,5,7,600,2005
0.0,3.0,1.0,625,5.0,0,612,0.0,1686,1,4.010299956639812,1.8976270912904414,157.0,131,6,6,1686,1980
0.0,3.0,2.0,1513,2.0,125,800,1.0,1646,0,3.9786369483844743,1.8512583487190752,338.0,44,5,8,1638,2007
0.0,3.0,1.0,594,5.0,270,264,1.0,1144,1,4.0,1.9030899869919435,0.0,0,6,5,864,1961
858.0,3.0,0.0,0,0.0,939,639,0.0,1797,0,3.965906915495192,1.8976270912904414,0.0,53,5,7,939,2006
0.0,2.0,1.0,0,0.0,0,462,0.0,1224,1,3.993083360698062,1.845098040014257,0.0,0,5,4,0,1962
873.0,3.0,1.0,735,2.0,257,839,0.0,1865,0,4.0135113334659,1.8388490907372552,0.0,184,5,7,992,2000
0.0,3.0,1.0,846,3.0,210,308,1.0,1056,1,3.9125408827906374,1.845098040014257,0.0,0,6,5,1056,1958
1174.0,4.0,1.0,0,0.0,1926,820,2.0,3140,2,4.1309124421074745,2.0170333392987803,860.0,78,5,9,1926,2008
0.0,3.0,0.0,506,1.0,0,492,0.0,1212,1,3.9279346817411795,1.9444826721501687,46.0,12,7,6,506,1977
0.0,3.0,0.0,1369,2.0,317,636,1.0,1694,0,4.0036328370044085,1.8750612633917,186.0,57,5,8,1686,2004
709.0,3.0,0.0,714,2.0,88,413,2.0,1511,1,4.049489371933556,1.845098040014257,0.0,75,5,6,802,1997
0.0,3.0,1.0,731,2.0,326,246,0.0,1057,0,3.8988348380682742,1.8325089127062364,0.0,52,7,5,1057,1953
1044.0,4.0,1.0,0,0.0,777,560,0.0,2290,1,4.054613054556888,1.7781512503836436,0.0,0,6,4,777,1885
806.0,4.0,1.0,1002,2.0,0,786,0.0,2183,0,4.14104194093905,1.8388490907372552,178.0,0,5,7,1204,1988
1523.0,5.0,3.0,1470,2.0,203,594,0.0,3222,0,4.092580300691311,1.954242509439325,0.0,0,5,7,1673,1990
807.0,2.0,1.0,0,0.0,880,512,1.0,1716,0,3.942008053022313,1.845098040014257,0.0,120,5,7,880,1996
0.0,3.0,1.0,251,3.0,491,457,0.0,1342,1,3.9907826918031377,1.8388490907372552,0.0,0,5,6,1372,1967
0.0,2.0,1.0,16,2.0,1330,437,2.0,1504,0,3.502700175310563,1.6334684555795864,14.0,20,5,7,1346,2005
0.0,3.0,1.0,0,0.0,1053,648,1.0,1992,0,3.9719712763997563,1.8750612633917,768.0,45,5,8,1053,2003
628.0,2.0,1.0,510,5.0,90,462,0.0,1252,0,3.3344537511509307,1.380211241711606,212.0,48,5,7,600,1999
0.0,3.0,1.0,588,1.0,411,264,0.0,999,0,3.8897497752640375,1.8388490907372552,0.0,132,7,5,999,1962
622.0,3.0,1.0,0,0.0,622,528,0.0,1363,1,3.8887409606828927,1.7781512503836436,0.0,0,7,4,622,1910
0.0,3.0,2.0,312,3.0,276,490,1.0,1165,1,3.9552065375419416,1.9138138523837167,183.0,129,7,6,1127,1966
0.0,3.0,0.0,1059,2.0,567,702,0.0,1668,0,4.051075307675749,1.954242509439325,215.0,45,5,9,1626,2002
1218.0,4.0,0.0,0,0.0,1158,853,1.0,2376,0,4.152746864026461,2.0043213737826426,380.0,154,5,8,1158,2005
551.0,3.0,1.0,0,0.0,540,352,0.0,1440,1,3.6989700043360187,1.7993405494535817,0.0,0,4,5,540,1900
676.0,3.0,0.0,182,2.0,612,388,2.0,1470,1,4.142045148157744,1.8388490907372552,0.0,75,6,6,794,1997
0.0,3.0,3.0,1201,0.0,340,532,0.0,1541,0,4.085718595165402,1.9777236052888478,226.0,70,5,7,1541,2005
0.0,4.0,1.0,133,1.0,1307,0,0.0,1440,3,4.083072412284535,1.9637878273455553,270.0,0,4,4,1440,1955
0.0,3.0,0.0,786,2.0,82,438,0.0,1146,0,3.9818186071706636,1.863322860120456,442.0,22,5,7,868,2003
0.0,3.0,0.0,437,4.0,0,481,2.0,1494,2,3.9799578933406656,1.4771212547196624,0.0,30,5,8,1494,1995
0.0,4.0,1.0,1170,2.0,292,738,2.0,2224,2,3.9461573949223725,1.8692317197309762,216.0,0,5,9,1462,2004
523.0,3.0,1.0,0,0.0,731,186,0.0,1343,1,3.8854177651109363,1.7323937598229686,0.0,0,6,5,731,1921
1242.0,4.0,1.0,281,0.0,747,683,2.0,2452,0,4.210211471641834,1.8195439355418688,0.0,50,5,8,1028,1998
850.0,4.0,1.0,442,3.0,374,540,1.0,1977,1,3.9777236052888476,2.0,272.0,52,6,6,816,1964
703.0,2.0,1.0,495,2.0,354,504,1.0,1767,0,3.7247672456463103,1.6434526764861874,0.0,35,7,7,1064,1987
0.0,2.0,1.0,863,2.0,461,550,2.0,1324,0,3.795184589682424,1.6812412373755872,176.0,38,5,8,1324,2006
546.0,3.0,1.0,0,0.0,912,330,0.0,1458,1,4.243112492788166,1.8920946026904804,0.0,0,5,6,912,1948
0.0,3.0,1.0,24,2.0,1290,440,1.0,1314,0,3.969276095488932,1.8920946026904804,0.0,22,5,6,1314,2006
0.0,3.0,1.0,430,2.0,1145,529,1.0,1575,0,3.9037409406215384,1.6989700043360187,0.0,0,5,6,1575,1992
0.0,2.0,2.0,1022,2.0,598,912,2.0,1620,2,4.110522372601323,1.9493900066449128,70.0,0,5,9,1620,2007
684.0,5.0,0.0,0,0.0,1104,304,0.0,1788,1,4.051152522447381,1.8388490907372552,0.0,0,5,4,1104,1957
0.0,3.0,2.0,187,4.0,0,240,0.0,913,1,3.9242792860618816,1.845098040014257,0.0,0,5,6,814,1966
0.0,3.0,1.0,790,1.0,589,500,0.0,2073,1,4.119750623884584,1.9294189257142926,119.0,0,6,6,1542,1978
677.0,2.0,1.0,0,0.0,776,492,0.0,1441,0,3.4224256763712044,1.380211241711606,456.0,0,5,8,776,1999
875.0,3.0,1.0,0,0.0,815,225,0.0,1690,1,3.9469432706978256,1.8129133566428555,0.0,0,6,7,815,1916
0.0,3.0,1.0,988,3.0,200,576,0.0,1437,1,4.151523067564944,1.8388490907372552,0.0,0,6,5,1188,1956
0.0,3.0,1.0,297,5.0,1203,508,1.0,2156,1,4.317666442356502,1.8388490907372552,0.0,80,7,7,1568,1968
0.0,2.0,1.0,468,3.0,396,0,0.0,864,1,3.748498126613737,1.8260748027008264,0.0,0,6,5,864,1925
576.0,3.0,1.0,129,3.0,175,336,0.0,1112,1,3.413634997198556,1.5563025007672873,0.0,0,3,5,536,1976
1121.0,4.0,1.0,700,1.0,0,746,1.0,2243,0,4.12949654301666,2.0644579892269186,246.0,44,5,7,700,1990
518.0,3.0,1.0,0,0.0,686,210,0.0,1328,1,3.995898323646437,1.7558748556724915,0.0,172,4,4,686,1925
0.0,4.0,1.0,0,0.0,656,216,0.0,968,1,4.033423755486949,1.7781512503836436,0.0,0,6,4,656,1927
698.0,3.0,1.0,0,0.0,698,384,0.0,1396,1,3.9410142437055695,1.7781512503836436,0.0,0,7,6,698,1915
0.0,1.0,0.0,1445,2.0,411,834,2.0,1856,2,4.056676215120661,1.9444826721501687,350.0,0,2,9,1856,2010
551.0,3.0,1.0,1288,2.0,294,789,2.0,2161,2,4.023746163152476,1.9344984512435677,300.0,120,5,8,1582,2007
0.0,3.0,1.0,1246,1.0,356,529,2.0,1602,0,4.221022805204841,1.8388490907372552,126.0,0,7,6,1602,1977
672.0,3.0,1.0,0,0.0,630,280,0.0,1302,1,3.225309281725863,1.3222192947339193,142.0,0,5,5,630,1971
702.0,3.0,1.0,457,2.0,326,393,2.0,1509,0,3.8954777962757148,1.8388490907372552,0.0,75,5,6,783,2002
0.0,2.0,1.0,737,1.0,175,352,0.0,912,1,4.112873001840459,1.8388490907372552,0.0,0,6,5,912,1962
0.0,3.0,1.0,399,1.0,605,420,0.0,1664,1,3.6989700043360187,1.6989700043360187,0.0,24,7,6,1004,1947
304.0,4.0,1.0,423,3.0,758,576,0.0,1694,1,3.9242792860618816,1.7781512503836436,0.0,0,5,6,1181,1925
0.0,2.0,1.0,0,0.0,747,220,0.0,747,1,3.6635124704151556,1.6720978579357175,0.0,0,6,4,747,1945
0.0,2.0,1.0,0,0.0,0,420,0.0,1040,1,3.8573324964312685,1.7781512503836436,0.0,29,5,4,0,1950
829.0,3.0,1.0,0,0.0,831,493,1.0,1660,0,3.951094556841663,1.8325089127062364,95.0,68,5,7,831,2002
665.0,3.0,1.0,218,4.0,808,308,0.0,1691,0,3.6989700043360187,1.6989700043360187,0.0,0,6,5,1026,1924
0.0,3.0,1.0,398,1.0,317,720,1.0,864,0,3.8573324964312685,1.7781512503836436,0.0,0,8,5,864,1950
0.0,2.0,1.0,623,1.0,0,264,0.0,752,1,3.85582190540603,1.6989700043360187,0.0,0,5,6,744,1984
829.0,3.0,1.0,361,2.0,602,564,1.0,1792,0,4.094645789605955,1.9030899869919435,172.0,96,5,7,963,2001
862.0,2.0,1.0,0,0.0,764,474,1.0,1626,0,3.419625360887743,1.5563025007672873,106.0,27,5,7,764,2003
0.0,3.0,0.0,428,2.0,1048,472,1.0,1484,2,3.9560242822806773,1.806179973983887,32.0,33,5,8,1476,2006
1818.0,3.0,1.0,0,0.0,1470,870,0.0,3493,0,4.264487255780689,1.9395192526186185,0.0,0,9,7,1470,1880
0.0,2.0,1.0,1572,2.0,80,840,2.0,1652,2,4.11968469182405,2.03342375548695,300.0,102,5,9,1652,2006
0.0,3.0,1.0,0,0.0,1276,350,0.0,1276,1,3.9809573162296203,1.8325089127062364,0.0,0,3,5,1276,1958
0.0,3.0,1.0,120,5.0,736,271,0.0,1668,1,3.9822712330395684,1.9030899869919435,0.0,0,8,6,856,1950
472.0,4.0,1.0,0,0.0,720,0,0.0,1192,1,4.033423755486949,1.7781512503836436,0.0,0,4,4,720,1949
0.0,2.0,0.0,747,1.0,0,504,1.0,884,0,3.9628426812012423,1.8388490907372552,0.0,0,7,5,840,1983
0.0,3.0,2.0,1065,2.0,92,454,0.0,2062,1,4.157275396454035,1.8388490907372552,128.0,55,5,7,1157,1988
0.0,2.0,1.0,0,0.0,0,392,0.0,827,1,3.8573324964312685,1.7781512503836436,0.0,0,7,5,0,1955
883.0,3.0,1.0,0,0.0,728,532,0.0,2019,0,4.057437868212939,1.7781512503836436,0.0,135,8,7,728,1910
688.0,3.0,3.0,0,0.0,264,336,2.0,1304,1,3.425697213362591,1.8388490907372552,0.0,24,6,5,264,1976
684.0,3.0,1.0,0,0.0,684,216,0.0,1368,1,3.5563025007672873,1.7781512503836436,0.0,158,7,6,684,1910
765.0,3.0,1.0,0,0.0,840,379,0.0,1605,1,3.762678563727436,1.7781512503836436,0.0,0,6,3,840,1915
0.0,3.0,1.0,1436,2.0,570,900,2.0,2020,2,4.087071205906535,1.9731278535996986,305.0,54,5,10,2006,2009
625.0,2.0,1.0,0,0.0,625,528,1.0,1250,0,3.628491104967123,1.5440680443502757,0.0,54,5,7,625,2006
0.0,2.0,1.0,1456,2.0,168,757,1.0,1624,0,4.095552896019402,1.9493900066449128,0.0,114,5,8,1624,1994
0.0,2.0,1.0,565,1.0,280,360,0.0,845,1,3.8807564445102103,1.8388490907372552,0.0,0,6,4,845,1982
0.0,2.0,0.0,1071,1.0,195,418,1.0,1389,1,4.000434077479318,1.8864907251724818,0.0,38,5,5,1389,1974
0.0,2.0,1.0,0,0.0,968,480,0.0,968,1,3.9304395947667,1.7781512503836436,0.0,0,6,5,968,1923
546.0,3.0,1.0,0,0.0,546,286,0.0,1092,1,3.3012470886362113,1.3222192947339193,80.0,0,5,4,546,1970
0.0,1.0,0.0,685,2.0,163,420,2.0,848,0,3.646893624167745,1.8388490907372552,170.0,0,5,6,848,2003
0.0,3.0,1.0,374,5.0,363,308,0.0,1269,1,3.8993279498776543,1.845098040014257,0.0,0,6,5,1269,1960
0.0,3.0,1.0,170,4.0,252,288,0.0,1092,1,4.065056603356019,1.8388490907372552,116.0,20,5,5,1092,1962
795.0,3.0,1.0,795,1.0,0,539,2.0,2263,0,4.221648928192229,1.8388490907372552,34.0,250,7,7,795,1977
0.0,2.0,1.0,228,1.0,724,283,0.0,952,1,3.9281397068751196,1.8388490907372552,0.0,0,7,4,952,1956
716.0,2.0,1.0,0,0.0,736,0,0.0,1452,1,3.6489451821656727,1.5185139398778875,0.0,0,5,4,736,1920
0.0,3.0,3.0,841,5.0,198,504,0.0,1039,1,4.065392961561992,1.8750612633917,0.0,0,4,5,1039,1965
0.0,2.0,1.0,866,2.0,338,412,0.0,1204,1,3.6532125137753435,1.505149978319906,320.0,247,5,6,1204,1998
0.0,3.0,0.0,422,1.0,480,672,0.0,1117,1,3.893151213129866,1.9731278535996986,0.0,0,5,6,1029,1976
0.0,3.0,3.0,485,1.0,1496,701,1.0,2196,0,4.166844375831949,1.954242509439325,234.0,70,7,7,2158,1990
0.0,3.0,0.0,595,2.0,390,328,0.0,985,1,3.9235030669421045,1.8129133566428555,220.0,0,8,5,985,1977
0.0,3.0,1.0,1124,2.0,1603,880,0.0,1629,0,4.027553454050221,1.9294189257142926,296.0,0,5,8,3206,2003
600.0,3.0,1.0,0,0.0,861,216,0.0,1477,1,3.7987887139512493,1.7160033436347992,0.0,50,7,7,861,1928
0.0,3.0,1.0,560,5.0,420,484,0.0,980,1,3.8490506905695123,1.8512583487190752,153.0,0,6,5,980,1977
1129.0,4.0,1.0,728,2.0,367,590,1.0,2295,0,4.125351120514752,1.8388490907372552,0.0,40,5,7,1095,1992
602.0,3.0,1.0,0,0.0,602,180,0.0,1502,0,4.024977972095625,1.7403626894942439,0.0,0,7,6,602,1923
626.0,4.0,0.0,0,0.0,697,432,0.0,2201,0,4.294245716138118,1.8388490907372552,0.0,236,7,6,697,1966
1028.0,3.0,1.0,789,2.0,245,836,2.0,2078,2,4.033423755486949,1.9294189257142926,100.0,102,5,8,1034,2007
0.0,1.0,1.0,0,0.0,264,0,0.0,800,3,3.7867514221455614,1.7075701760979363,0.0,0,3,2,264,1936
0.0,3.0,1.0,0,0.0,1573,840,0.0,1578,2,3.9667047766578745,1.8920946026904804,194.0,36,5,8,1573,2008
0.0,2.0,0.0,1336,2.0,596,774,2.0,1932,2,4.0949600024366655,1.9822712330395684,426.0,66,5,8,1932,2008
0.0,4.0,1.0,666,1.0,409,404,0.0,1507,1,3.8981764834976764,1.845098040014257,0.0,0,5,5,1075,1960
0.0,3.0,1.0,450,5.0,432,280,0.0,900,1,3.9920672600276665,1.8388490907372552,31.0,0,5,5,882,1967
0.0,3.0,2.0,1172,2.0,528,786,2.0,1718,2,4.095378599560064,1.9822712330395684,230.0,48,5,10,1700,2006
661.0,3.0,1.0,0,0.0,636,240,0.0,1750,2,3.9542425094393248,1.6989700043360187,0.0,0,6,5,636,1880
1015.0,3.0,1.0,719,0.0,660,834,2.0,2398,0,4.071403283531469,1.9777236052888478,594.0,60,5,7,1379,1996
1194.0,4.0,1.0,0,0.0,774,680,2.0,1968,2,4.07928980609866,1.9637878273455553,84.0,75,5,8,774,2009
0.0,3.0,0.0,810,2.0,726,532,1.0,1536,0,3.9607085516885565,1.845098040014257,113.0,74,5,7,1536,2002
0.0,2.0,1.0,203,3.0,661,200,0.0,864,1,3.9144489406985543,1.6532125137753437,0.0,0,3,3,864,1914
0.0,3.0,1.0,1231,2.0,1969,546,0.0,3228,0,4.103530063428375,1.8388490907372552,0.0,75,5,8,3200,1992
631.0,1.0,1.0,1351,2.0,83,670,1.0,2149,0,4.107955772547713,1.6812412373755872,0.0,43,5,7,1434,2003
1320.0,4.0,1.0,0,0.0,1240,864,0.0,2640,0,4.068185861746161,1.8129133566428555,0.0,0,7,7,1240,1880
0.0,3.0,1.0,0,0.0,1304,530,0.0,1682,1,4.017033339298781,1.9030899869919435,288.0,0,6,7,1304,1970
1060.0,3.0,3.0,0,0.0,1030,878,1.0,2098,2,4.010299956639812,1.9030899869919435,178.0,52,5,8,1030,2005
0.0,3.0,1.0,553,3.0,0,360,0.0,864,1,3.9180827846421873,1.7781512503836436,0.0,0,5,5,864,1965
800.0,3.0,0.0,562,0.0,29,530,1.0,1968,1,4.044343734895107,1.8388490907372552,232.0,189,4,5,784,1969
0.0,3.0,1.0,338,2.0,702,480,0.0,1097,1,3.9855162878527155,1.9084850188786497,0.0,0,5,6,1040,1984
512.0,3.0,3.0,0,0.0,684,528,0.0,1196,0,4.091807597001675,1.8260748027008264,0.0,46,8,6,684,1920
668.0,4.0,1.0,57,1.0,554,451,0.0,1920,0,4.135132651376775,1.8388490907372552,0.0,0,5,5,1052,1958
0.0,6.0,1.0,231,4.0,1497,576,0.0,1728,1,4.117304446641002,1.8692317197309762,108.0,0,5,5,1728,1965
903.0,3.0,1.0,804,2.0,324,577,0.0,2031,0,3.97648753730519,1.8750612633917,0.0,211,5,8,1128,2002
0.0,2.0,1.0,616,4.0,580,297,1.0,1196,1,3.9542425094393248,1.8573324964312685,74.0,44,5,6,1196,1956
0.0,2.0,0.0,116,5.0,604,360,0.0,803,1,3.6989700043360187,1.6989700043360187,0.0,0,6,5,720,1941
840.0,4.0,1.0,493,3.0,0,462,2.0,1620,1,4.033142177060625,1.9030899869919435,263.0,0,5,5,780,1969
0.0,1.0,3.0,1721,0.0,356,1134,2.0,2097,2,4.32006315959498,1.6901960800285136,0.0,267,5,8,2077,2005
0.0,2.0,1.0,0,0.0,1869,617,1.0,1869,2,3.893206753059848,1.8325089127062364,362.0,54,5,9,1869,2007
930.0,3.0,1.0,0,0.0,930,431,2.0,1886,0,4.049760551762476,1.8388490907372552,0.0,0,5,7,930,1998
0.0,3.0,0.0,50,5.0,430,308,0.0,480,1,3.9542425094393248,1.6989700043360187,0.0,0,3,2,480,1949
0.0,2.0,1.0,0,0.0,0,516,0.0,1296,1,4.0330616925381735,1.8573324964312685,0.0,0,5,4,0,1967
0.0,2.0,3.0,690,1.0,126,288,0.0,816,1,3.9482662198802956,1.8260748027008264,0.0,0,6,4,816,1938
0.0,3.0,1.0,704,1.0,567,478,1.0,1601,1,4.074816440645175,1.9138138523837167,206.0,0,5,7,1271,1978
830.0,3.0,1.0,0,0.0,936,451,2.0,1792,1,4.011189687609991,1.968482948553935,318.0,0,5,6,936,2000
1168.0,5.0,1.0,1012,2.0,326,796,1.0,2520,0,4.162594274442422,1.8388490907372552,0.0,55,7,8,1338,1993
0.0,3.0,0.0,748,0.0,102,796,1.0,1144,1,3.9118497964994203,1.845098040014257,128.0,0,6,5,1144,1959
1611.0,4.0,1.0,0,0.0,612,621,1.0,2601,1,3.993083360698062,1.7075701760979363,0.0,0,6,5,612,1921
605.0,3.0,1.0,0,0.0,972,312,0.0,1577,3,3.8085485512404054,1.8129133566428555,0.0,0,5,6,972,1939
0.0,2.0,1.0,630,2.0,340,624,0.0,970,1,3.9283958522567137,1.9030899869919435,0.0,24,6,5,970,1963
0.0,3.0,2.0,1236,1.0,80,513,1.0,2036,1,5.332933071867248,2.1760912590556813,0.0,0,5,7,2136,1965
0.0,3.0,1.0,439,2.0,115,440,1.0,1026,0,3.8992731873176036,1.7853298350107671,0.0,48,8,6,1026,1969
0.0,2.0,1.0,0,0.0,698,0,0.0,698,1,3.9733587998863977,1.6989700043360187,0.0,200,9,5,698,1947
0.0,2.0,2.0,655,1.0,878,576,0.0,1533,0,4.849793961764723,1.792391689498254,0.0,54,5,7,1533,1975
0.0,2.0,1.0,360,3.0,360,660,0.0,1382,1,4.0919481908785595,1.8388490907372552,0.0,0,6,5,720,1941
0.0,2.0,3.0,16,0.0,1375,530,0.0,1391,0,3.6316466629584196,1.7708520116421442,0.0,158,5,7,1391,2004
0.0,2.0,3.0,49,0.0,0,240,0.0,1078,0,3.9875322027298394,1.8325089127062364,0.0,0,6,5,1078,1950
0.0,2.0,1.0,1005,2.0,262,471,2.0,1296,0,3.8358807318173946,1.8388490907372552,136.0,25,5,8,1267,2001
0.0,4.0,1.0,608,3.0,834,301,1.0,1442,1,3.989004615698537,1.8750612633917,243.0,0,6,6,1442,1958
940.0,4.0,0.0,0,0.0,940,0,0.0,1964,1,3.9306943876645355,1.7403626894942439,0.0,192,6,5,940,1911
0.0,3.0,1.0,0,0.0,1502,644,1.0,1502,0,3.9795938958489305,1.8976270912904414,268.0,114,5,7,1502,2009
0.0,3.0,1.0,1040,3.0,352,458,1.0,1392,1,4.075546961392531,1.9030899869919435,387.0,0,5,6,1392,1957
0.0,4.0,1.0,0,0.0,1768,0,0.0,1768,1,4.032538179260007,1.8573324964312685,0.0,0,5,4,1768,1968
0.0,4.0,0.0,812,3.0,812,390,0.0,1582,1,4.562292864456475,1.8388490907372552,621.0,198,5,5,1624,1964
0.0,2.0,3.0,498,5.0,460,301,1.0,958,1,4.106258909867408,1.8388490907372552,0.0,0,8,6,958,1960
0.0,2.0,0.0,777,3.0,117,600,1.0,894,1,3.8573324964312685,1.7781512503836436,0.0,0,5,5,894,1972
0.0,2.0,1.0,883,2.0,341,402,2.0,1224,1,3.6532125137753435,1.8388490907372552,425.0,304,5,6,1224,1999
590.0,3.0,0.0,1280,2.0,402,846,2.0,2332,2,4.096005739715113,1.9822712330395684,272.0,134,5,10,1682,2007
0.0,2.0,1.0,24,2.0,1232,430,2.0,1269,0,3.502700175310563,1.6334684555795864,16.0,20,5,8,1256,2004
0.0,3.0,2.0,80,2.0,1652,712,2.0,1776,0,4.1848617089934335,1.968482948553935,100.0,0,5,8,1732,2006
728.0,3.0,1.0,0,0.0,728,390,2.0,1456,0,3.927421695050419,1.8129133566428555,0.0,24,5,6,728,2005
0.0,3.0,3.0,655,1.0,0,539,2.0,1194,1,3.949877704036875,1.8976270912904414,0.0,0,6,6,655,1959
0.0,2.0,1.0,643,5.0,365,240,0.0,1008,0,3.9505108929859967,1.8195439355418688,0.0,18,7,5,1008,1953
0.0,2.0,0.0,16,2.0,1357,430,2.0,1555,0,3.502700175310563,1.6334684555795864,16.0,20,5,7,1373,2005
892.0,4.0,3.0,0,0.0,747,180,0.0,1784,1,4.118330874057302,1.9822712330395684,0.0,40,5,5,747,1914
0.0,3.0,1.0,0,0.0,637,280,0.0,1108,0,3.8720979742742268,1.7558748556724915,0.0,0,7,7,637,1930
640.0,3.0,1.0,0,0.0,384,400,2.0,1394,0,3.9883359558560505,1.863322860120456,0.0,0,5,5,384,2006
734.0,3.0,1.0,394,0.0,586,496,0.0,1714,1,4.017909395896689,1.9030899869919435,42.0,66,5,7,980,1988
0.0,3.0,1.0,0,0.0,0,294,1.0,882,1,3.9211139738366807,1.8388490907372552,0.0,0,7,5,0,1959
0.0,3.0,1.0,0,0.0,728,0,0.0,1306,3,3.7283537820212285,1.7403626894942439,0.0,0,2,3,728,1940
591.0,3.0,1.0,0,0.0,626,288,1.0,1217,1,4.031892987710475,1.8750612633917,0.0,28,6,6,626,1980
0.0,3.0,1.0,495,2.0,495,299,0.0,990,1,3.943247125137862,1.8129133566428555,0.0,64,5,5,990,1994
1320.0,4.0,0.0,0,0.0,1117,691,0.0,2452,0,4.12768778753985,2.03342375548695,132.0,32,5,8,1117,2004
0.0,1.0,0.0,685,2.0,163,420,0.0,848,0,3.646893624167745,1.8388490907372552,170.0,0,5,6,848,2003
672.0,3.0,1.0,551,5.0,121,300,0.0,1369,1,3.8214480190175304,1.7323937598229686,0.0,0,6,6,672,1925
0.0,2.0,1.0,27,2.0,1191,676,2.0,1218,0,3.8955330394840706,1.8750612633917,0.0,102,5,6,1218,2009
748.0,3.0,1.0,0,0.0,588,672,2.0,2555,1,4.061678615245337,1.8976270912904414,0.0,0,7,6,588,1922
0.0,1.0,1.0,1039,2.0,208,550,2.0,1247,0,3.520614521878236,1.568201724066995,0.0,84,5,8,1247,2005
1330.0,4.0,1.0,896,1.0,434,619,2.0,2872,1,4.087319912206401,1.8388490907372552,424.0,282,7,6,1330,1977
0.0,2.0,2.0,1480,2.0,120,482,0.0,1652,0,3.7471786713601642,1.806179973983887,186.0,53,5,8,1600,2008
0.0,3.0,1.0,705,5.0,1139,546,1.0,1844,1,4.070074826267528,2.0211892990699383,480.0,122,6,6,1844,1977
858.0,3.0,3.0,341,2.0,772,689,1.0,1971,0,3.985650973690949,1.8750612633917,0.0,48,5,7,1113,2005
793.0,3.0,1.0,0,0.0,982,463,2.0,1800,1,3.9097164532343447,1.7781512503836436,16.0,63,5,6,982,2000
887.0,3.0,1.0,750,2.0,300,574,2.0,1949,0,3.997298992409514,1.9030899869919435,246.0,90,5,7,1050,1993
0.0,1.0,0.0,150,4.0,0,0,0.0,630,1,3.1734776434529945,1.3222192947339193,0.0,24,6,4,630,1972
0.0,3.0,3.0,922,2.0,572,530,1.0,1494,0,4.107311745490674,1.9444826721501687,99.0,36,5,7,1494,2002
0.0,3.0,1.0,0,0.0,600,0,0.0,968,1,3.7726883546821415,1.6989700043360187,0.0,0,6,3,600,1910
0.0,3.0,1.0,925,2.0,349,508,0.0,1274,0,3.9451730461739003,1.8325089127062364,80.0,98,5,7,1274,2005
0.0,3.0,0.0,674,5.0,350,364,1.0,1520,1,3.9822712330395684,1.9030899869919435,164.0,0,6,6,1156,1955
0.0,3.0,1.0,0,0.0,660,528,1.0,1285,1,3.91365493508662,1.8512583487190752,148.0,0,5,6,660,1977
702.0,3.0,1.0,0,0.0,783,393,2.0,1509,0,3.896250562461638,1.7993405494535817,0.0,75,5,7,783,2003
793.0,3.0,1.0,0,0.0,793,550,1.0,1935,1,4.092860943338818,1.8388490907372552,233.0,113,7,7,793,1976
0.0,3.0,0.0,816,2.0,0,0,0.0,816,1,4.073388381115178,1.9084850188786497,104.0,32,5,6,816,1990
0.0,2.0,1.0,833,0.0,343,555,1.0,1200,0,4.00358976718914,1.8260748027008264,0.0,41,5,7,1176,2003
0.0,4.0,1.0,0,0.0,941,548,0.0,1470,1,3.91232835796041,1.7781512503836436,0.0,0,6,4,941,1954
0.0,3.0,2.0,639,5.0,441,528,2.0,1656,1,4.502017214827148,2.1492191126553797,112.0,62,5,6,1080,1960
0.0,2.0,1.0,0,0.0,768,240,0.0,792,0,3.9553028227616918,1.7160033436347992,0.0,0,8,5,768,1924
0.0,3.0,1.0,0,0.0,1694,818,2.0,1694,0,4.080265627339845,1.968482948553935,254.0,228,5,8,1694,2007
0.0,3.0,2.0,1274,2.0,526,765,2.0,1800,0,4.1562764960030165,1.9294189257142926,630.0,78,5,8,1800,2002
915.0,5.0,1.0,0,0.0,662,560,0.0,2337,1,4.133538908370218,1.9294189257142926,0.0,57,5,5,662,1900
678.0,3.0,3.0,196,3.0,844,315,0.0,1846,1,4.0210238220315855,1.8920946026904804,320.0,0,6,6,1040,1949
0.0,3.0,2.0,505,2.0,0,576,0.0,1026,1,4.040206627574711,1.8388490907372552,0.0,0,6,6,940,1978
0.0,3.0,1.0,0,0.0,876,408,0.0,904,1,3.855034316675884,1.8388490907372552,41.0,0,7,5,876,1966
0.0,3.0,1.0,936,1.0,190,484,1.0,1126,1,4.2405492482825995,1.9030899869919435,0.0,41,5,5,1126,1977
